time_of_day,department,wait_time,patients_waiting,doctors_available,satisfaction_score
2025-01-17 17:00:00,Psychogeriatric Clinic,42.0,13,2,1.4
2025-01-17 18:00:00,Memory Clinic,33.8,8,3,3.0
2025-01-17 18:00:00,Mood Disorders,29.8,9,2,2.8
2025-01-17 18:00:00,Psychogeriatric Clinic,29.7,11,2,1.3
2025-01-17 19:00:00,Memory Clinic,14.4,6,2,4.0
2025-01-17 19:00:00,Mood Disorders,24.4,8,2,3.5
2025-01-17 19:00:00,Psychogeriatric Clinic,21.1,10,4,1.3
2025-01-17 20:00:00,Memory Clinic,17.1,2,4,4.5
2025-01-17 20:00:00,Mood Disorders,11.6,6,3,4.6
2025-01-17 20:00:00,Psychogeriatric Clinic,12.9,6,4,2.9
2025-01-17 21:00:00,Memory Clinic,7.1,3,5,5.0
2025-01-17 21:00:00,Mood Disorders,13.9,2,3,3.5
2025-01-17 21:00:00,Psychogeriatric Clinic,8.3,1,5,4.2
2025-01-17 22:00:00,Memory Clinic,0.0,3,4,4.5
2025-01-17 22:00:00,Mood Disorders,1.9,0,5,5.0
2025-01-17 22:00:00,Psychogeriatric Clinic,4.8,2,5,5.0
2025-01-17 23:00:00,Memory Clinic,5.8,0,4,5.0
2025-01-17 23:00:00,Mood Disorders,0.0,0,5,4.4
2025-01-17 23:00:00,Psychogeriatric Clinic,2.4,3,5,4.2
2025-01-18 00:00:00,Memory Clinic,0.0,0,5,5.0
2025-01-18 00:00:00,Mood Disorders,6.0,0,4,4.6
2025-01-18 00:00:00,Psychogeriatric Clinic,1.2,5,5,4.8
2025-01-18 01:00:00,Memory Clinic,0.0,0,5,3.9
2025-01-18 01:00:00,Mood Disorders,7.1,0,5,4.4
2025-01-18 01:00:00,Psychogeriatric Clinic,0.3,0,4,5.0
2025-01-18 02:00:00,Memory Clinic,5.6,0,4,4.6
2025-01-18 02:00:00,Mood Disorders,0.0,1,3,4.1
2025-01-18 02:00:00,Psychogeriatric Clinic,7.4,4,5,3.8
2025-01-18 03:00:00,Memory Clinic,11.8,3,5,4.9
2025-01-18 03:00:00,Mood Disorders,3.3,6,4,5.0
2025-01-18 03:00:00,Psychogeriatric Clinic,13.3,5,4,4.0
2025-01-18 04:00:00,Memory Clinic,18.2,4,3,3.9
2025-01-18 04:00:00,Mood Disorders,22.0,5,4,2.5
2025-01-18 04:00:00,Psychogeriatric Clinic,21.8,8,5,4.6
2025-01-18 05:00:00,Memory Clinic,16.5,8,2,3.0
2025-01-18 05:00:00,Mood Disorders,27.9,11,2,2.4
2025-01-18 05:00:00,Psychogeriatric Clinic,23.5,6,1,2.7
2025-01-18 06:00:00,Memory Clinic,21.5,8,1,2.7
2025-01-18 06:00:00,Mood Disorders,29.2,8,2,4.1
2025-01-18 06:00:00,Psychogeriatric Clinic,31.8,12,2,0.9
2025-01-18 07:00:00,Memory Clinic,36.0,12,4,0.0
2025-01-18 07:00:00,Mood Disorders,41.4,15,1,1.9
2025-01-18 07:00:00,Psychogeriatric Clinic,41.1,11,4,1.9
2025-01-18 08:00:00,Memory Clinic,41.0,16,0,0.4
2025-01-18 08:00:00,Mood Disorders,41.8,16,3,0.2
2025-01-18 08:00:00,Psychogeriatric Clinic,44.2,15,2,1.2
2025-01-18 09:00:00,Memory Clinic,43.6,17,1,1.5
2025-01-18 09:00:00,Mood Disorders,50.5,17,2,2.1
2025-01-18 09:00:00,Psychogeriatric Clinic,45.6,16,0,0.4
2025-01-18 10:00:00,Memory Clinic,60.9,18,0,0.0
2025-01-18 10:00:00,Mood Disorders,47.4,18,0,1.0
2025-01-18 10:00:00,Psychogeriatric Clinic,50.1,18,0,0.0
2025-01-18 11:00:00,Memory Clinic,58.3,19,0,0.0
2025-01-18 11:00:00,Mood Disorders,65.8,19,0,0.9
2025-01-18 11:00:00,Psychogeriatric Clinic,59.0,17,0,1.7
2025-01-18 12:00:00,Memory Clinic,59.6,19,0,0.3
2025-01-18 12:00:00,Mood Disorders,65.7,17,1,0.3
2025-01-18 12:00:00,Psychogeriatric Clinic,62.5,22,1,0.0
2025-01-18 13:00:00,Memory Clinic,62.8,19,1,0.0
2025-01-18 13:00:00,Mood Disorders,63.2,20,0,0.3
2025-01-18 13:00:00,Psychogeriatric Clinic,61.3,21,0,0.0
2025-01-18 14:00:00,Memory Clinic,58.0,18,1,0.8
2025-01-18 14:00:00,Mood Disorders,66.1,20,0,0.5
2025-01-18 14:00:00,Psychogeriatric Clinic,55.2,20,0,0.3
2025-01-18 15:00:00,Memory Clinic,50.9,16,3,1.5
2025-01-18 15:00:00,Mood Disorders,41.9,16,0,3.0
2025-01-18 15:00:00,Psychogeriatric Clinic,59.1,19,0,0.8
2025-01-18 16:00:00,Memory Clinic,38.7,16,2,0.6
2025-01-18 16:00:00,Mood Disorders,43.4,18,4,1.3
2025-01-18 16:00:00,Psychogeriatric Clinic,46.2,15,0,1.4
2025-01-18 17:00:00,Memory Clinic,36.4,14,2,2.8
2025-01-18 17:00:00,Mood Disorders,33.2,15,1,1.7
2025-01-18 17:00:00,Psychogeriatric Clinic,35.0,12,4,0.6
2025-01-18 18:00:00,Memory Clinic,26.1,8,2,2.4
2025-01-18 18:00:00,Mood Disorders,35.1,7,2,3.4
2025-01-18 18:00:00,Psychogeriatric Clinic,25.3,11,2,3.6
2025-01-18 19:00:00,Memory Clinic,26.5,7,3,2.4
2025-01-18 19:00:00,Mood Disorders,20.5,4,2,3.1
2025-01-18 19:00:00,Psychogeriatric Clinic,25.4,4,3,5.0
2025-01-18 20:00:00,Memory Clinic,16.5,4,5,4.0
2025-01-18 20:00:00,Mood Disorders,8.9,9,2,3.0
2025-01-18 20:00:00,Psychogeriatric Clinic,10.3,6,5,5.0
2025-01-18 21:00:00,Memory Clinic,6.7,2,4,3.6
2025-01-18 21:00:00,Mood Disorders,14.4,1,3,5.0
2025-01-18 21:00:00,Psychogeriatric Clinic,11.5,0,3,5.0
2025-01-18 22:00:00,Memory Clinic,4.3,3,5,5.0
2025-01-18 22:00:00,Mood Disorders,1.4,2,5,5.0
2025-01-18 22:00:00,Psychogeriatric Clinic,5.0,3,4,4.8
2025-01-18 23:00:00,Memory Clinic,0.0,2,5,3.0
2025-01-18 23:00:00,Mood Disorders,0.0,1,5,3.3
2025-01-18 23:00:00,Psychogeriatric Clinic,7.6,0,4,5.0
2025-01-19 00:00:00,Memory Clinic,0.0,1,5,3.1
2025-01-19 00:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-19 00:00:00,Psychogeriatric Clinic,4.8,0,5,3.7
2025-01-19 01:00:00,Memory Clinic,0.9,1,4,5.0
2025-01-19 01:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-19 01:00:00,Psychogeriatric Clinic,3.6,0,5,5.0
2025-01-19 02:00:00,Memory Clinic,6.0,0,4,4.5
2025-01-19 02:00:00,Mood Disorders,0.0,2,3,2.6
2025-01-19 02:00:00,Psychogeriatric Clinic,8.5,2,3,5.0
2025-01-19 03:00:00,Memory Clinic,13.5,3,4,4.1
2025-01-19 03:00:00,Mood Disorders,12.0,4,3,4.9
2025-01-19 03:00:00,Psychogeriatric Clinic,1.0,2,5,3.7
2025-01-19 04:00:00,Memory Clinic,12.7,1,4,3.7
2025-01-19 04:00:00,Mood Disorders,11.0,1,5,5.0
2025-01-19 04:00:00,Psychogeriatric Clinic,16.4,4,3,3.4
2025-01-19 05:00:00,Memory Clinic,14.6,8,3,1.3
2025-01-19 05:00:00,Mood Disorders,23.8,8,3,1.8
2025-01-19 05:00:00,Psychogeriatric Clinic,23.6,7,3,2.8
2025-01-19 06:00:00,Memory Clinic,33.2,10,5,1.8
2025-01-19 06:00:00,Mood Disorders,34.7,11,2,2.2
2025-01-19 06:00:00,Psychogeriatric Clinic,32.4,7,2,1.3
2025-01-19 07:00:00,Memory Clinic,46.3,11,2,2.1
2025-01-19 07:00:00,Mood Disorders,38.8,10,0,0.8
2025-01-19 07:00:00,Psychogeriatric Clinic,34.0,9,2,2.8
2025-01-19 08:00:00,Memory Clinic,46.5,13,2,2.0
2025-01-19 08:00:00,Mood Disorders,52.3,11,1,2.3
2025-01-19 08:00:00,Psychogeriatric Clinic,57.8,19,1,1.9
2025-01-19 09:00:00,Memory Clinic,49.6,18,2,1.0
2025-01-19 09:00:00,Mood Disorders,56.7,18,1,0.0
2025-01-19 09:00:00,Psychogeriatric Clinic,51.3,18,0,0.8
2025-01-19 10:00:00,Memory Clinic,57.4,17,0,1.8
2025-01-19 10:00:00,Mood Disorders,47.7,18,0,0.0
2025-01-19 10:00:00,Psychogeriatric Clinic,53.9,19,0,0.2
2025-01-19 11:00:00,Memory Clinic,64.0,21,0,1.4
2025-01-19 11:00:00,Mood Disorders,61.0,20,0,1.0
2025-01-19 11:00:00,Psychogeriatric Clinic,57.9,21,0,0.0
2025-01-19 12:00:00,Memory Clinic,56.0,22,0,0.0
2025-01-19 12:00:00,Mood Disorders,60.8,20,1,0.6
2025-01-19 12:00:00,Psychogeriatric Clinic,60.9,22,0,0.4
2025-01-19 13:00:00,Memory Clinic,58.1,19,0,0.0
2025-01-19 13:00:00,Mood Disorders,71.7,17,0,0.0
2025-01-19 13:00:00,Psychogeriatric Clinic,57.8,16,0,0.0
2025-01-19 14:00:00,Memory Clinic,65.4,18,0,1.0
2025-01-19 14:00:00,Mood Disorders,59.4,20,1,0.0
2025-01-19 14:00:00,Psychogeriatric Clinic,59.1,18,0,2.4
2025-01-19 15:00:00,Memory Clinic,45.1,18,1,0.2
2025-01-19 15:00:00,Mood Disorders,47.4,17,2,1.2
2025-01-19 15:00:00,Psychogeriatric Clinic,46.0,17,1,0.8
2025-01-19 16:00:00,Memory Clinic,50.5,19,3,2.0
2025-01-19 16:00:00,Mood Disorders,50.2,14,2,0.6
2025-01-19 16:00:00,Psychogeriatric Clinic,38.8,16,0,1.1
2025-01-19 17:00:00,Memory Clinic,44.2,11,3,0.9
2025-01-19 17:00:00,Mood Disorders,40.1,15,2,2.2
2025-01-19 17:00:00,Psychogeriatric Clinic,39.6,10,4,2.8
2025-01-19 18:00:00,Memory Clinic,33.6,9,3,2.8
2025-01-19 18:00:00,Mood Disorders,23.0,7,2,2.9
2025-01-19 18:00:00,Psychogeriatric Clinic,24.1,10,2,3.2
2025-01-19 19:00:00,Memory Clinic,18.9,9,4,3.4
2025-01-19 19:00:00,Mood Disorders,35.2,7,2,4.3
2025-01-19 19:00:00,Psychogeriatric Clinic,18.9,7,4,3.6
2025-01-19 20:00:00,Memory Clinic,11.7,5,3,1.5
2025-01-19 20:00:00,Mood Disorders,14.3,7,3,4.0
2025-01-19 20:00:00,Psychogeriatric Clinic,5.8,5,4,3.1
2025-01-19 21:00:00,Memory Clinic,2.9,6,3,4.6
2025-01-19 21:00:00,Mood Disorders,16.1,2,5,4.6
2025-01-19 21:00:00,Psychogeriatric Clinic,11.2,2,4,4.8
2025-01-19 22:00:00,Memory Clinic,7.8,3,5,5.0
2025-01-19 22:00:00,Mood Disorders,10.4,3,5,5.0
2025-01-19 22:00:00,Psychogeriatric Clinic,0.0,2,4,5.0
2025-01-19 23:00:00,Memory Clinic,0.0,0,4,5.0
2025-01-19 23:00:00,Mood Disorders,2.8,0,5,3.8
2025-01-19 23:00:00,Psychogeriatric Clinic,2.8,0,3,5.0
2025-01-20 00:00:00,Memory Clinic,0.0,0,5,4.6
2025-01-20 00:00:00,Mood Disorders,0.0,3,4,4.4
2025-01-20 00:00:00,Psychogeriatric Clinic,0.0,1,4,5.0
2025-01-20 01:00:00,Memory Clinic,0.0,0,5,4.2
2025-01-20 01:00:00,Mood Disorders,5.3,0,3,4.3
2025-01-20 01:00:00,Psychogeriatric Clinic,2.5,0,5,5.0
2025-01-20 02:00:00,Memory Clinic,4.5,0,4,4.9
2025-01-20 02:00:00,Mood Disorders,0.0,2,4,4.7
2025-01-20 02:00:00,Psychogeriatric Clinic,4.0,0,5,4.3
2025-01-20 03:00:00,Memory Clinic,0.0,2,5,4.6
2025-01-20 03:00:00,Mood Disorders,9.5,4,4,5.0
2025-01-20 03:00:00,Psychogeriatric Clinic,8.9,3,3,3.4
2025-01-20 04:00:00,Memory Clinic,14.4,5,3,4.0
2025-01-20 04:00:00,Mood Disorders,20.2,3,3,3.9
2025-01-20 04:00:00,Psychogeriatric Clinic,18.5,4,2,3.4
2025-01-20 05:00:00,Memory Clinic,19.8,6,3,3.7
2025-01-20 05:00:00,Mood Disorders,19.6,4,1,4.5
2025-01-20 05:00:00,Psychogeriatric Clinic,23.2,6,2,3.7
2025-01-20 06:00:00,Memory Clinic,32.7,11,1,0.8
2025-01-20 06:00:00,Mood Disorders,38.5,13,2,1.5
2025-01-20 06:00:00,Psychogeriatric Clinic,35.8,9,3,2.3
2025-01-20 07:00:00,Memory Clinic,19.9,10,3,1.5
2025-01-20 07:00:00,Mood Disorders,41.6,11,1,1.5
2025-01-20 07:00:00,Psychogeriatric Clinic,37.0,10,3,1.1
2025-01-20 08:00:00,Memory Clinic,35.5,16,1,2.5
2025-01-20 08:00:00,Mood Disorders,42.1,13,0,0.0
2025-01-20 08:00:00,Psychogeriatric Clinic,40.6,15,2,1.0
2025-01-20 09:00:00,Memory Clinic,45.8,17,3,0.5
2025-01-20 09:00:00,Mood Disorders,52.5,18,1,0.0
2025-01-20 09:00:00,Psychogeriatric Clinic,50.6,16,0,0.1
2025-01-20 10:00:00,Memory Clinic,51.9,20,0,1.1
2025-01-20 10:00:00,Mood Disorders,54.0,18,2,3.3
2025-01-20 10:00:00,Psychogeriatric Clinic,49.0,18,0,0.0
2025-01-20 11:00:00,Memory Clinic,58.5,23,2,0.6
2025-01-20 11:00:00,Mood Disorders,58.4,21,1,2.5
2025-01-20 11:00:00,Psychogeriatric Clinic,58.4,19,1,0.8
2025-01-20 12:00:00,Memory Clinic,50.7,19,1,1.5
2025-01-20 12:00:00,Mood Disorders,61.9,22,1,0.0
2025-01-20 12:00:00,Psychogeriatric Clinic,58.8,19,0,2.9
2025-01-20 13:00:00,Memory Clinic,59.3,21,0,0.2
2025-01-20 13:00:00,Mood Disorders,51.9,21,0,0.0
2025-01-20 13:00:00,Psychogeriatric Clinic,58.2,22,0,0.0
2025-01-20 14:00:00,Memory Clinic,51.0,18,2,1.1
2025-01-20 14:00:00,Mood Disorders,56.6,19,0,0.0
2025-01-20 14:00:00,Psychogeriatric Clinic,58.2,20,1,0.1
2025-01-20 15:00:00,Memory Clinic,44.5,17,3,0.0
2025-01-20 15:00:00,Mood Disorders,48.0,18,2,2.6
2025-01-20 15:00:00,Psychogeriatric Clinic,52.8,15,1,2.0
2025-01-20 16:00:00,Memory Clinic,47.1,14,2,1.0
2025-01-20 16:00:00,Mood Disorders,37.4,15,1,3.2
2025-01-20 16:00:00,Psychogeriatric Clinic,40.9,16,1,1.2
2025-01-20 17:00:00,Memory Clinic,24.7,15,2,1.4
2025-01-20 17:00:00,Mood Disorders,45.7,15,1,1.7
2025-01-20 17:00:00,Psychogeriatric Clinic,38.8,10,2,0.0
2025-01-20 18:00:00,Memory Clinic,35.0,9,3,3.4
2025-01-20 18:00:00,Mood Disorders,31.6,9,2,2.3
2025-01-20 18:00:00,Psychogeriatric Clinic,30.3,9,2,1.9
2025-01-20 19:00:00,Memory Clinic,31.7,4,2,3.7
2025-01-20 19:00:00,Mood Disorders,26.7,9,3,1.2
2025-01-20 19:00:00,Psychogeriatric Clinic,27.7,8,2,1.6
2025-01-20 20:00:00,Memory Clinic,17.8,9,4,3.0
2025-01-20 20:00:00,Mood Disorders,5.7,4,3,4.7
2025-01-20 20:00:00,Psychogeriatric Clinic,12.2,5,4,4.3
2025-01-20 21:00:00,Memory Clinic,8.3,1,5,3.9
2025-01-20 21:00:00,Mood Disorders,12.4,2,3,3.2
2025-01-20 21:00:00,Psychogeriatric Clinic,15.4,0,4,4.1
2025-01-20 22:00:00,Memory Clinic,11.4,0,4,4.2
2025-01-20 22:00:00,Mood Disorders,3.0,1,5,5.0
2025-01-20 22:00:00,Psychogeriatric Clinic,8.9,2,4,5.0
2025-01-20 23:00:00,Memory Clinic,0.0,0,5,4.7
2025-01-20 23:00:00,Mood Disorders,0.0,0,5,4.8
2025-01-20 23:00:00,Psychogeriatric Clinic,4.0,2,5,5.0
2025-01-21 00:00:00,Memory Clinic,0.8,1,5,5.0
2025-01-21 00:00:00,Mood Disorders,0.0,1,4,5.0
2025-01-21 00:00:00,Psychogeriatric Clinic,0.5,3,4,5.0
2025-01-21 01:00:00,Memory Clinic,1.6,1,5,5.0
2025-01-21 01:00:00,Mood Disorders,6.9,0,5,4.2
2025-01-21 01:00:00,Psychogeriatric Clinic,6.1,1,5,5.0
2025-01-21 02:00:00,Memory Clinic,1.1,2,4,4.3
2025-01-21 02:00:00,Mood Disorders,0.3,0,5,5.0
2025-01-21 02:00:00,Psychogeriatric Clinic,10.8,3,5,3.7
2025-01-21 03:00:00,Memory Clinic,7.0,6,3,3.1
2025-01-21 03:00:00,Mood Disorders,6.1,7,4,5.0
2025-01-21 03:00:00,Psychogeriatric Clinic,11.3,0,3,5.0
2025-01-21 04:00:00,Memory Clinic,15.6,2,3,3.5
2025-01-21 04:00:00,Mood Disorders,20.0,6,3,4.6
2025-01-21 04:00:00,Psychogeriatric Clinic,11.6,4,4,4.9
2025-01-21 05:00:00,Memory Clinic,26.7,8,4,3.3
2025-01-21 05:00:00,Mood Disorders,17.4,8,2,2.0
2025-01-21 05:00:00,Psychogeriatric Clinic,15.7,4,4,2.9
2025-01-21 06:00:00,Memory Clinic,28.8,7,2,1.1
2025-01-21 06:00:00,Mood Disorders,25.5,5,2,1.1
2025-01-21 06:00:00,Psychogeriatric Clinic,27.4,12,1,3.1
2025-01-21 07:00:00,Memory Clinic,34.6,15,3,2.2
2025-01-21 07:00:00,Mood Disorders,38.4,15,3,1.4
2025-01-21 07:00:00,Psychogeriatric Clinic,30.4,8,1,1.2
2025-01-21 08:00:00,Memory Clinic,57.2,17,0,1.0
2025-01-21 08:00:00,Mood Disorders,51.5,17,1,1.7
2025-01-21 08:00:00,Psychogeriatric Clinic,45.1,12,1,0.6
2025-01-21 09:00:00,Memory Clinic,55.9,19,0,2.0
2025-01-21 09:00:00,Mood Disorders,51.5,15,1,0.8
2025-01-21 09:00:00,Psychogeriatric Clinic,55.5,18,0,0.0
2025-01-21 10:00:00,Memory Clinic,55.2,16,0,1.0
2025-01-21 10:00:00,Mood Disorders,57.6,21,0,0.7
2025-01-21 10:00:00,Psychogeriatric Clinic,60.8,17,0,0.0
2025-01-21 11:00:00,Memory Clinic,60.3,21,2,0.0
2025-01-21 11:00:00,Mood Disorders,53.3,23,2,0.0
2025-01-21 11:00:00,Psychogeriatric Clinic,60.1,22,1,0.0
2025-01-21 12:00:00,Memory Clinic,50.5,19,0,0.0
2025-01-21 12:00:00,Mood Disorders,62.6,17,0,1.4
2025-01-21 12:00:00,Psychogeriatric Clinic,60.7,19,1,0.0
2025-01-21 13:00:00,Memory Clinic,63.4,19,0,0.4
2025-01-21 13:00:00,Mood Disorders,64.9,18,0,0.0
2025-01-21 13:00:00,Psychogeriatric Clinic,67.1,18,1,0.0
2025-01-21 14:00:00,Memory Clinic,58.8,20,0,0.5
2025-01-21 14:00:00,Mood Disorders,48.1,16,0,0.7
2025-01-21 14:00:00,Psychogeriatric Clinic,53.1,21,0,0.0
2025-01-21 15:00:00,Memory Clinic,49.9,19,3,0.6
2025-01-21 15:00:00,Mood Disorders,44.1,17,0,0.0
2025-01-21 15:00:00,Psychogeriatric Clinic,41.6,19,2,0.0
2025-01-21 16:00:00,Memory Clinic,43.2,19,0,1.3
2025-01-21 16:00:00,Mood Disorders,42.8,19,2,0.5
2025-01-21 16:00:00,Psychogeriatric Clinic,51.4,16,1,0.8
2025-01-21 17:00:00,Memory Clinic,48.9,11,3,2.6
2025-01-21 17:00:00,Mood Disorders,39.1,18,4,1.2
2025-01-21 17:00:00,Psychogeriatric Clinic,44.7,14,1,3.6
2025-01-21 18:00:00,Memory Clinic,34.4,11,2,2.9
2025-01-21 18:00:00,Mood Disorders,18.3,8,3,2.0
2025-01-21 18:00:00,Psychogeriatric Clinic,23.0,7,2,1.7
2025-01-21 19:00:00,Memory Clinic,21.7,7,2,3.4
2025-01-21 19:00:00,Mood Disorders,23.1,7,3,3.1
2025-01-21 19:00:00,Psychogeriatric Clinic,19.6,10,3,1.7
2025-01-21 20:00:00,Memory Clinic,14.8,4,5,4.6
2025-01-21 20:00:00,Mood Disorders,19.9,4,3,3.4
2025-01-21 20:00:00,Psychogeriatric Clinic,10.7,2,3,1.8
2025-01-21 21:00:00,Memory Clinic,18.4,1,4,3.9
2025-01-21 21:00:00,Mood Disorders,18.3,5,5,3.3
2025-01-21 21:00:00,Psychogeriatric Clinic,15.2,0,4,4.9
2025-01-21 22:00:00,Memory Clinic,3.3,0,4,4.5
2025-01-21 22:00:00,Mood Disorders,12.8,0,5,5.0
2025-01-21 22:00:00,Psychogeriatric Clinic,0.0,4,5,4.8
2025-01-21 23:00:00,Memory Clinic,2.6,2,5,5.0
2025-01-21 23:00:00,Mood Disorders,0.0,0,4,4.7
2025-01-21 23:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-22 00:00:00,Memory Clinic,0.0,0,4,5.0
2025-01-22 00:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-22 00:00:00,Psychogeriatric Clinic,0.0,0,5,4.8
2025-01-22 01:00:00,Memory Clinic,3.1,0,5,4.4
2025-01-22 01:00:00,Mood Disorders,0.0,0,5,4.1
2025-01-22 01:00:00,Psychogeriatric Clinic,0.0,2,5,5.0
2025-01-22 02:00:00,Memory Clinic,2.5,7,4,5.0
2025-01-22 02:00:00,Mood Disorders,2.0,1,5,5.0
2025-01-22 02:00:00,Psychogeriatric Clinic,0.9,1,5,5.0
2025-01-22 03:00:00,Memory Clinic,13.0,3,3,5.0
2025-01-22 03:00:00,Mood Disorders,7.9,3,4,2.3
2025-01-22 03:00:00,Psychogeriatric Clinic,10.2,2,2,5.0
2025-01-22 04:00:00,Memory Clinic,13.7,7,4,3.9
2025-01-22 04:00:00,Mood Disorders,17.2,6,3,2.9
2025-01-22 04:00:00,Psychogeriatric Clinic,20.9,3,3,4.1
2025-01-22 05:00:00,Memory Clinic,23.2,4,3,2.5
2025-01-22 05:00:00,Mood Disorders,25.4,6,2,4.4
2025-01-22 05:00:00,Psychogeriatric Clinic,23.8,7,3,2.5
2025-01-22 06:00:00,Memory Clinic,26.6,9,1,2.6
2025-01-22 06:00:00,Mood Disorders,35.6,8,3,2.3
2025-01-22 06:00:00,Psychogeriatric Clinic,33.3,7,3,2.8
2025-01-22 07:00:00,Memory Clinic,40.3,11,2,3.0
2025-01-22 07:00:00,Mood Disorders,42.0,12,2,0.4
2025-01-22 07:00:00,Psychogeriatric Clinic,32.7,12,2,1.4
2025-01-22 08:00:00,Memory Clinic,48.9,14,2,0.7
2025-01-22 08:00:00,Mood Disorders,38.1,13,1,1.4
2025-01-22 08:00:00,Psychogeriatric Clinic,44.1,13,2,1.5
2025-01-22 09:00:00,Memory Clinic,48.8,19,1,1.0
2025-01-22 09:00:00,Mood Disorders,55.3,17,0,0.6
2025-01-22 09:00:00,Psychogeriatric Clinic,50.3,16,0,0.6
2025-01-22 10:00:00,Memory Clinic,54.9,21,0,0.0
2025-01-22 10:00:00,Mood Disorders,52.0,21,1,0.0
2025-01-22 10:00:00,Psychogeriatric Clinic,57.7,26,0,1.6
2025-01-22 11:00:00,Memory Clinic,62.1,25,0,1.4
2025-01-22 11:00:00,Mood Disorders,58.7,22,0,0.1
2025-01-22 11:00:00,Psychogeriatric Clinic,58.5,19,0,0.1
2025-01-22 12:00:00,Memory Clinic,57.3,22,0,0.0
2025-01-22 12:00:00,Mood Disorders,57.4,20,1,1.7
2025-01-22 12:00:00,Psychogeriatric Clinic,59.1,20,1,2.1
2025-01-22 13:00:00,Memory Clinic,48.8,19,0,1.4
2025-01-22 13:00:00,Mood Disorders,51.0,23,0,0.4
2025-01-22 13:00:00,Psychogeriatric Clinic,49.6,19,1,1.1
2025-01-22 14:00:00,Memory Clinic,57.4,17,0,0.0
2025-01-22 14:00:00,Mood Disorders,58.8,19,0,1.3
2025-01-22 14:00:00,Psychogeriatric Clinic,52.2,21,0,1.6
2025-01-22 15:00:00,Memory Clinic,41.2,16,1,0.0
2025-01-22 15:00:00,Mood Disorders,49.3,12,2,0.0
2025-01-22 15:00:00,Psychogeriatric Clinic,53.1,18,1,1.3
2025-01-22 16:00:00,Memory Clinic,44.6,14,2,0.7
2025-01-22 16:00:00,Mood Disorders,44.1,14,2,0.9
2025-01-22 16:00:00,Psychogeriatric Clinic,49.8,16,2,1.0
2025-01-22 17:00:00,Memory Clinic,36.4,16,3,0.3
2025-01-22 17:00:00,Mood Disorders,32.5,14,2,1.8
2025-01-22 17:00:00,Psychogeriatric Clinic,31.2,12,3,3.5
2025-01-22 18:00:00,Memory Clinic,27.6,10,2,1.4
2025-01-22 18:00:00,Mood Disorders,32.1,8,2,1.2
2025-01-22 18:00:00,Psychogeriatric Clinic,33.9,12,1,1.8
2025-01-22 19:00:00,Memory Clinic,29.5,9,2,2.6
2025-01-22 19:00:00,Mood Disorders,23.5,5,3,2.9
2025-01-22 19:00:00,Psychogeriatric Clinic,27.6,8,3,2.4
2025-01-22 20:00:00,Memory Clinic,22.3,5,4,3.0
2025-01-22 20:00:00,Mood Disorders,13.0,4,5,4.8
2025-01-22 20:00:00,Psychogeriatric Clinic,23.1,6,5,2.2
2025-01-22 21:00:00,Memory Clinic,10.3,7,4,4.5
2025-01-22 21:00:00,Mood Disorders,4.2,1,5,4.8
2025-01-22 21:00:00,Psychogeriatric Clinic,6.1,3,5,3.1
2025-01-22 22:00:00,Memory Clinic,6.7,0,5,3.7
2025-01-22 22:00:00,Mood Disorders,2.3,1,5,1.8
2025-01-22 22:00:00,Psychogeriatric Clinic,0.6,0,4,4.6
2025-01-22 23:00:00,Memory Clinic,6.0,0,5,3.0
2025-01-22 23:00:00,Mood Disorders,0.1,1,5,5.0
2025-01-22 23:00:00,Psychogeriatric Clinic,4.1,4,4,5.0
2025-01-23 00:00:00,Memory Clinic,6.2,0,3,5.0
2025-01-23 00:00:00,Mood Disorders,0.0,1,5,4.0
2025-01-23 00:00:00,Psychogeriatric Clinic,0.7,0,5,4.4
2025-01-23 01:00:00,Memory Clinic,9.0,0,5,5.0
2025-01-23 01:00:00,Mood Disorders,0.0,0,5,3.5
2025-01-23 01:00:00,Psychogeriatric Clinic,4.3,0,5,3.9
2025-01-23 02:00:00,Memory Clinic,13.7,4,5,4.6
2025-01-23 02:00:00,Mood Disorders,7.5,3,5,4.3
2025-01-23 02:00:00,Psychogeriatric Clinic,0.0,2,4,5.0
2025-01-23 03:00:00,Memory Clinic,7.6,0,5,5.0
2025-01-23 03:00:00,Mood Disorders,13.1,3,2,5.0
2025-01-23 03:00:00,Psychogeriatric Clinic,3.5,9,4,5.0
2025-01-23 04:00:00,Memory Clinic,9.9,2,4,2.8
2025-01-23 04:00:00,Mood Disorders,13.7,3,3,3.6
2025-01-23 04:00:00,Psychogeriatric Clinic,14.5,8,4,3.7
2025-01-23 05:00:00,Memory Clinic,15.6,6,2,4.8
2025-01-23 05:00:00,Mood Disorders,21.1,10,3,2.3
2025-01-23 05:00:00,Psychogeriatric Clinic,33.9,7,5,2.7
2025-01-23 06:00:00,Memory Clinic,30.9,14,1,2.3
2025-01-23 06:00:00,Mood Disorders,32.3,11,0,0.9
2025-01-23 06:00:00,Psychogeriatric Clinic,29.5,8,2,2.3
2025-01-23 07:00:00,Memory Clinic,51.7,12,3,3.0
2025-01-23 07:00:00,Mood Disorders,45.0,16,5,2.6
